title,bestRating,ratingValue,ratingCount,country,date,budget,actors,link,ratingValue_qcut
Донни Браско,10.0,7.809,69782.0,США,1997.0,"(35000000, '$')","['Аль Пачино', 'Джонни Депп', 'Майкл Мэдсен', 'Бруно Кёрби', 'Джеймс Руссо', 'Энн Хеч', 'Желько Иванек', 'Джерри Бекер', 'Роберт Миано', 'Брайан Тарантина']",/film/3984/,
Французский вестник. Приложение к газете «Либерти. Канзас ивнинг сан»,10.0,7.52,69175.0,США,2020.0,"(25000000, '$')","['Джеффри Райт', 'Эдриан Броуди', 'Тильда Суинтон', 'Фрэнсис Макдорманд', 'Тимоти Шаламе', 'Билл Мюррей', 'Лина Кудри', 'Анжелика Хьюстон', 'Бенисио Дель Торо', 'Леа Сейду']",/film/1211076/,
Дворецкий,10.0,7.378,68345.0,США,2013.0,"(30000000, '$')","['Форест Уитакер', 'Опра Уинфри', 'Кьюба Гудинг мл.', 'Дэвид Ойелоуо', 'Терренс Ховард', 'Робин Уильямс', 'Лив Шрайбер', 'Алан Рикман', 'Джон Кьюсак', 'Дэвид Баннер']",/film/464446/,
Кит,10.0,7.62,65638.0,США,2008.0,,"['Джесси МакКартни', 'Элизабет Арнуа', 'Игнасио Серричио', 'Марго Харшман', 'Табита Браунстоун', 'Майкл МакГрэйди', 'Дженнифер Грей', 'Тим Халлиган', 'Майкл О’Киф', 'Итэн Филлипс']",/film/196855/,
Лолита,10.0,7.546,68461.0,США,1997.0,"(62000000, '$')","['Джереми Айронс', 'Доминик Суэйн', 'Мелани Гриффит', 'Фрэнк Ланджелла', 'Сюзанн Шеперд', 'Кит Реддин', 'Эрин Дж. Дин', 'Джоан Гловер', 'Пэт Пьер Перкинс', 'Эд Грейди']",/film/12131/,
Т2 Трейнспоттинг (На игле 2),10.0,7.351,68004.0,Великобритания,2017.0,"(18000000, '$')","['Юэн Макгрегор', 'Юэн Бремнер', 'Джонни Ли Миллер', 'Роберт Карлайл', 'Анжела Недялкова', 'Келли Макдоналд', 'Джеймс Космо', 'Ширли Хендерсон', 'Ирвин Уэлш', 'Стивен Робертсон']",/film/744776/,
Один вдох,10.0,7.406,66987.0,Россия,2020.0,"(120000000, '₽')",,/film/1112295/,
Жасмин,10.0,7.112,65055.0,США,2013.0,"(18000000, '$')","['Кейт Бланшетт', 'Салли Хокинс', 'Алек Болдуин', 'Луис С.К.', 'Питер Сарсгаард', 'Дайан Амос', 'Бобби Каннавале', 'Майкл Стулбарг', 'Олден Эренрайк', 'Тэмми Бланчард']",/film/675565/,
Землетрясение,10.0,6.928,70298.0,Армения,2016.0,"(200000000, '₽')","['Татев Овакимян', 'Микаэл Погосян', 'Сос Джанибекян', 'Арсен Григорян']",/film/839961/,
Знахарь,10.0,8.165,66123.0,Польша,1981.0,,"['Ежи Биньчицкий', 'Анна Дымна', 'Томаш Стокингер', 'Бернард Ладыш', 'Божена Дыкель', 'Артур Барчиш', 'Анджей Копичиньский', 'Петр Грабовский', 'Мария Хомерска', 'Игорь Смяловский']",/film/80749/,
Бункер,10.0,7.8,69966.0,Италия,2004.0,"(13500000, '€')","['Бруно Ганц', 'Александра Мария Лара', 'Коринна Харфух', 'Ульрих Маттес', 'Юлиана Кёлер', 'Хайно Ферх', 'Кристиан Беркель', 'Маттиас Хабих', 'Томас Кречман', 'Михаэль Мендль']",/film/48246/,
Иррациональный человек,10.0,6.8,69217.0,США,2015.0,"(11000000, '$')","['Хоакин Феникс', 'Эмма Стоун', 'Джейми Блэкли', 'Паркер Поузи', 'Джо Степлтон', 'Нэнси Кэрролл', 'Эллисон Галлерани', 'Бриджетт Ланди-Пейн', 'Кэтлин Семер', 'Бетси Айдем']",/film/840992/,
Братство,10.0,6.637,66843.0,Россия,2019.0,"(270000000, '₽')",,/film/1114965/,
Бунтарка,10.0,7.105,70427.0,Германия,2006.0,,"['Мисси Перегрим', 'Джефф Бриджес', 'Ванесса Ленгиз', 'Никки СуХу', 'Мэдди Керли', 'Келлан Латс', 'Джон Патрик Амедори', 'Мио Дзакула', 'Светлана Ефремова', 'Джон Грайз']",/film/102339/,
"С любовью, Саймон",10.0,7.328,70128.0,США,2018.0,,"['Ник Робинсон', 'Дженнифер Гарнер', 'Джош Дюамель', 'Кэтрин Лэнгфорд', 'Александра Шипп', 'Логан Миллер', 'Кейнан Лонсдейл', 'Хорхе Лендеборг мл.', 'Талита Бейтман', 'Тони Хейл']",/film/1008770/,
Жизнь Адель,10.0,7.016,68338.0,Испания,2013.0,"(4000000, '€')","['Леа Сейду', 'Адель Экзаркопулос', 'Салим Кешьюш', 'Орельен Рекуан', 'Катрин Сале', 'Бенжамен Сиксу', 'Мона Валравенс', 'Альма Ходоровски', 'Жереми Лаэрт', 'Анн Луаре']",/film/669902/,
Путешествие Гектора в поисках счастья,10.0,7.235,66646.0,США,2014.0,,"['Саймон Пегг', 'Тони Коллетт', 'Розамунд Пайк', 'Стеллан Скарсгард', 'Жан Рено', 'Кристофер Пламмер', 'Трейси Энн Оберман', 'Вероника Феррес', 'Барри Атсма', 'Минг Жао']",/film/506444/,
Госпожа горничная,10.0,6.753,66387.0,США,2002.0,"(55000000, '$')","['Дженнифер Лопес', 'Рэйф Файнс', 'Наташа Ричардсон', 'Стэнли Туччи', 'Тайлер Пози', 'Фрэнсис Конрой', 'Крис Эйгеман', 'Эми Седарис', 'Марисса Мэтроун', 'Присцилла Лопес']",/film/4840/,
Человек-слон,10.0,8.107,67779.0,Великобритания,1980.0,"(5000000, '$')","['Энтони Хопкинс', 'Джон Хёрт', 'Энн Бэнкрофт', 'Джон Гилгуд', 'Уэнди Хиллер', 'Фредди Джонс', 'Майкл Элфик', 'Ханна Гордон', 'Хелен Райан', 'Джон Стэндинг']",/film/464/,
Сибирский цирюльник,10.0,7.785,65515.0,Чехия,1998.0,"(35000000, '$')","['Джулия Ормонд', 'Ричард Харрис', 'Даниэль Ольбрыхский']",/film/16445/,
Колония Дигнидад,10.0,7.311,69954.0,США,2015.0,"(14000000, '$')","['Эмма Уотсон', 'Даниэль Брюль', 'Микаэл Нюквист', 'Риченда Кэри', 'Вики Крипс', 'Джинн Вернер', 'Джулиан Овенден', 'Август Цирнер', 'Мартин Вуттке', 'Николас Барсофф']",/film/842913/,
Черная месса,10.0,6.591,66830.0,Великобритания,2015.0,"(53000000, '$')","['Джонни Депп', 'Джоэл Эдгертон', 'Бенедикт Камбербэтч', 'Кевин Бейкон', 'Джесси Племонс', 'Питер Сарсгаард', 'Кори Столл', 'Дакота Джонсон', 'Рори Кокрейн', 'Дэвид Харбор']",/film/736205/,
Временные трудности,10.0,6.052,68410.0,Россия,2017.0,,,/film/972745/,
Секс в большом городе 2,10.0,6.22,66880.0,США,2010.0,"(100000000, '$')","['Сара Джессика Паркер', 'Ким Кэтролл', 'Кристин Дэвис', 'Синтия Никсон', 'Дэвид Эйгенберг', 'Уилли Гарсон', 'Крис Нот', 'Эван Хэндлер', 'Марио Кантоне', 'Мингли Чен']",/film/420475/,
Страсти Дон Жуана,10.0,6.147,67433.0,США,2013.0,"(3000000, '$')","['Джозеф Гордон-Левитт', 'Скарлетт Йоханссон', 'Джулианна Мур', 'Тони Данза', 'Гленн Хедли', 'Бри Ларсон', 'Роб Браун', 'Джереми Люк', 'Пол Бен-Виктор', 'Италиа Риччи']",/film/666731/,
Шеф Адам Джонс,10.0,6.686,65532.0,Великобритания,2015.0,"(20000000, '$')","['Брэдли Купер', 'Сиенна Миллер', 'Омар Си', 'Даниэль Брюль', 'Риккардо Скамарчо', 'Ума Турман', 'Эмма Томпсон', 'Сэм Кили', 'Генри Гудман', 'Мэттью Риз']",/film/716595/,
Это чертово сердце,10.0,7.791,67145.0,Германия,2017.0,,"['Элиас М’Барек', 'Филип Шварц', 'Надина Вриц', 'Уве Пройсс', 'Лиза Биттер', 'Юрген Тонкель', 'Бруно Саутер', 'Макс Алберти', 'Лу Бишофф']",/film/1024435/,
"Жизнь, как она есть",10.0,7.452,69370.0,США,2010.0,"(38000000, '$')","['Кэтрин Хайгл', 'Джош Дюамель', 'Джош Лукас', 'Сара Бёрнс', 'Алексис Кладжетт', 'Бринн Кладжетт', 'Брук Кладжетт', 'Хэйз МакАртур', 'Кристина Хендрикс', 'Бритт Флэтмо']",/film/463952/,
Жутко громко и запредельно близко,10.0,7.629,61179.0,США,2011.0,"(40000000, '$')","['Томас Хорн', 'Макс фон Сюдов', 'Том Хэнкс', 'Сандра Буллок', 'Джеффри Райт', 'Виола Дэвис', 'Джон Гудман', 'Зои Колдуэлл', 'Дэннис Хирн', 'Пол Клементовиц']",/film/195432/,
Батальонъ,10.0,7.149,63750.0,Россия,2014.0,"(10000000, '$')",,/film/681881/,
Фрида,10.0,7.918,60163.0,Канада,2002.0,"(12000000, '$')","['Сальма Хайек', 'Альфред Молина', 'Валерия Голино', 'Эшли Джадд', 'Джеффри Раш', 'Эдвард Нортон', 'Саффрон Берроуз', 'Антонио Бандерас', 'Диего Луна', 'Патрисия Рейес Спиндола']",/film/676/,
Молода и прекрасна,10.0,6.671,64027.0,Франция,2013.0,,"['Марина Вакт', 'Жеральдин Пайя', 'Фредерик Пьеро', 'Шарлотта Рэмплинг', 'Фантен Рава', 'Йохан Лейзен', 'Натали Ришар', 'Джедже Апали', 'Люка Призор', 'Лорен Дельбек']",/film/743392/,
Чучело,10.0,7.912,60189.0,СССР,1983.0,,,/film/45524/,
Андрей Рублев,10.0,8.186,63556.0,СССР,1966.0,,,/film/8385/,
Свет в океане,10.0,7.299,60449.0,США,2016.0,"(20000000, '$')","['Майкл Фассбендер', 'Алисия Викандер', 'Рэйчел Вайс', 'Флоренс Клери', 'Джек Томпсон', 'Томас Унгер', 'Джейн Менелос', 'Гарри МакДональд', 'Энтони Хэйес', 'Бенедикт Харди']",/film/722995/,
128 ударов сердца в минуту,10.0,6.787,64372.0,США,2015.0,"(2000000, '$')","['Зак Эфрон', 'Уэс Бентли', 'Эмили Ратаковски', 'Джонни Уэстон', 'Шайло Фернандес', 'Алекс Шеффер', 'Джон Бернтал', 'Алисия Коппола', 'Уайли М. Пикетт', 'Джон Абрахамс']",/film/841743/,
Не могу сказать «прощай»,10.0,8.171,64013.0,СССР,1982.0,,,/film/46367/,
Вам письмо,10.0,7.773,62105.0,США,1998.0,"(65000000, '$')","['Том Хэнкс', 'Мег Райан', 'Грег Кинниэр', 'Паркер Поузи', 'Джин Степлтон', 'Стив Зан', 'Хезер Бёрнс', 'Дэйв Шаппелл', 'Дэбни Коулмен', 'Джон Рэндольф']",/film/5330/,
Территория,10.0,7.066,62711.0,Россия,2014.0,"(500000000, '₽')",,/film/601933/,
Великое ограбление поезда,10.0,7.196,62009.0,Великобритания,2013.0,,"['Люк Эванс', 'Джим Бродбент', 'Пол Андерсон', 'Роберт Гленистер', 'Джек Рот', 'Николас Марчи', 'Мартин Компстон', 'Дель Синнотт', 'Бетани Мьюир']",/film/780188/,
Матильда,10.0,5.728,60821.0,Россия,2017.0,"(25000000, '$')","['Михалина Ольшанска', 'Ларс Айдингер', 'Луиза Вольфрам']",/film/705382/,
В активном поиске,10.0,6.456,60245.0,США,2016.0,"(38000000, '$')","['Дакота Джонсон', 'Ребел Уилсон', 'Элисон Бри', 'Лесли Манн', 'Николас Браун', 'Джейсон Манцукас', 'Дэймон Уайанс мл.', 'Колин Жост', 'Джейк Лэси', 'Андерс Холм']",/film/462538/,
"Привет, Джули!",10.0,7.836,61410.0,США,2010.0,"(14000000, '$')","['Мадлен Кэрролл', 'Каллэн МакОлифф', 'Айдан Куинн', 'Пенелопа Энн Миллер', 'Джон Махони', 'Ребекка Де Морнэй', 'Энтони Эдвардс', 'Кевин Уайзман', 'Майкл Болтен', 'Коуди Хорн']",/film/470037/,
